gene,avg_fpkm,class
Seita.2G223700,5.29555419444,1
Seita.2G226300,6.989255,1
Seita.2G227800,11.1730244444,1
Seita.2G228600,3.48777286111,1
Seita.2G228700,1.74991072222,1
Seita.2G230500,3.12425273056,1
Seita.2G231300,2.97000572222,1
Seita.2G233100,19.5686322222,1
Seita.2G233200,2.65993255556,1
Seita.2G233600,2.61314480556,1
Seita.2G235000,6.66619833333,1
Seita.2G235500,37.1812133333,1
Seita.2G236400,8.14452388889,1
Seita.2G236900,20.1126130556,1
Seita.2G237600,3.9991153,1
Seita.2G237700,1.40886844444,1
Seita.2G238400,3.25264808333,1
Seita.2G239200,3.71480166667,1
Seita.2G241300,3.59032308333,1
Seita.2G242400,3.28182836111,1
Seita.2G242500,4.90279916667,1
Seita.2G243800,1.25540372227,1
Seita.2G243900,29.0003444444,1
Seita.2G244300,3.30819616667,1
Seita.2G244400,29.6973869444,1
Seita.2G247600,31.7549977778,1
Seita.2G250300,7.18466666667,1
Seita.2G251100,6.82640305556,1
Seita.2G251700,42.1301702778,1
Seita.2G253600,3.36079255556,1
Seita.2G253700,20.6719136111,1
Seita.2G256100,21.7995497222,1
Seita.2G257400,3.08710815556,1
Seita.2G263500,8.56321277778,1
Seita.2G265400,11.8600061111,1
Seita.2G269000,1.69033277778,1
Seita.2G269800,3.49250414167,1
Seita.2G273900,1.18761391667,1
Seita.2G275500,4.06107066667,1
Seita.2G276000,1.371386,1
Seita.2G276200,4.35181033333,1
Seita.2G277100,1.67579772222,1
Seita.2G279800,3.03049408333,1
Seita.2G280000,20.2011782222,1
Seita.2G280100,28.3991876667,1
Seita.2G280200,56.62973275,1
Seita.2G280300,14.8815141667,1
Seita.2G280400,34.4530575,1
Seita.2G283000,220.098672222,1
Seita.2G283300,2.91702705556,1
Seita.2G284200,17.8031394444,1
Seita.2G284200,17.8031394444,1
Seita.2G284500,3.96461194444,1
Seita.2G285100,61.0656583333,1
Seita.2G287400,4.81552916667,1
Seita.2G288000,2043.63097222,1
Seita.2G289200,35.6589155556,1
Seita.2G289500,393.635722222,1
Seita.2G289900,17.9223044444,1
Seita.2G291600,3.17202283333,1
Seita.2G293100,10.0510463889,1
Seita.2G295000,4.72438158333,1
Seita.2G295400,3.86054222222,1
Seita.2G295600,11.3858019444,1
Seita.2G296000,2.03761747222,1
Seita.2G299200,5303.79177778,1
Seita.2G310000,1.32951747222,1
Seita.2G311800,1.92966544444,1
Seita.2G313400,10.8401272222,1
Seita.2G314800,2.12461530556,1
Seita.2G321900,2.50479719444,1
Seita.2G323100,4.7078375,1
Seita.2G324100,5.57159055556,1
Seita.2G324800,4.65035444444,1
Seita.2G327500,83.6120694444,1
Seita.2G328500,40.8120888889,1
Seita.2G332600,31.6631744444,1
Seita.2G332700,4.76966344444,1
Seita.2G332700,4.76966344444,1
Seita.2G333400,2.94961927778,1
Seita.2G334400,5.11228111111,1
Seita.2G336700,7.29170027778,1
Seita.2G337200,5.24375701111,1
Seita.2G337800,354.049492222,1
Seita.2G338000,282.287361111,1
Seita.2G339900,1.36418133333,1
Seita.2G340200,1.31348316667,1
Seita.2G340500,1.11274005556,1
Seita.2G342400,7.72677722222,1
Seita.2G342700,9.55706777778,1
Seita.2G342900,9.96728833333,1
Seita.2G343700,29.6882397222,1
Seita.2G344200,3.07210622222,1
Seita.2G348100,4.01025944444,1
Seita.2G350600,2.58568802778,1
Seita.2G350700,1.71007227778,1
Seita.2G351000,4.24688647222,1
Seita.2G351200,6.11366694444,1
Seita.2G351300,18.1548936111,1
Seita.2G351600,1337.49786111,1
Seita.2G352200,101.302188889,1
Seita.2G352400,3.51132638889,1
Seita.2G352600,3.04452605556,1
Seita.2G352900,957.967916667,1
Seita.2G355700,1.61331852778,1
Seita.2G356300,3.20726972222,1
Seita.2G357500,23.9114416667,1
Seita.2G357500,23.9114416667,1
Seita.2G358200,79.6583716667,1
Seita.2G359100,2.70803133333,1
Seita.2G360000,3.30384333333,1
Seita.2G361800,1.43840552778,1
Seita.2G362400,9.58448472222,1
Seita.2G365700,6.97316733333,1
Seita.2G365800,11.3704175,1
Seita.2G368700,48.0653244444,1
Seita.2G369400,52.1003897222,1
Seita.2G370100,49.5055333333,1
Seita.2G372600,1.04423338889,1
Seita.2G373600,2.13062258333,1
Seita.2G373900,5.95782194444,1
Seita.2G375900,2.57237875,1
Seita.2G377600,1.08828583333,1
Seita.2G377800,11.7673433333,1
Seita.2G383000,1.04106585278,1
Seita.2G384200,53.0961805556,1
Seita.2G384700,17.2054663889,1
Seita.2G387000,12.3815905556,1
Seita.2G388400,139.941233333,1
Seita.2G390000,2.33143427778,1
Seita.2G391600,54.4568635,1
Seita.2G392300,3.99628291667,1
Seita.2G396900,21.9312472222,1
Seita.2G399000,12.8923419444,1
Seita.2G401200,17.4461055556,1
Seita.2G401300,14.4371344444,1
Seita.2G401500,27.8673530556,1
Seita.2G401700,1260.19247222,1
Seita.2G402500,27.4166202778,1
Seita.2G403900,13.5217902778,1
Seita.2G404300,4.72227444444,1
Seita.2G404400,17.1641161306,1
Seita.2G405500,8.9436975,1
Seita.2G405900,65.889085,1
Seita.2G410400,16.5991094444,1
Seita.2G411000,2.14230891667,1
Seita.2G418400,35.6432563889,1
Seita.2G419000,82.9193602778,1
Seita.2G422100,1.42786227778,1
Seita.2G422800,41.3496833333,1
Seita.2G425500,30.4676333333,1
Seita.2G427100,38.2555283333,1
Seita.2G429300,47.1660333333,1
Seita.2G429800,11.0988205556,1
Seita.2G430200,129.035794444,1
Seita.2G431000,34.6846361111,1
Seita.2G431200,2.96023186111,1
Seita.2G431300,1.67729875833,1
Seita.2G431600,1.62179913889,1
Seita.2G431900,11.2419402778,1
Seita.2G432200,28.2223222222,1
Seita.2G433600,3.72516805556,1
Seita.2G434600,10.0523475,1
Seita.2G436200,181.01035,1
Seita.2G436300,179.08995,1
Seita.2G436800,41.8169530556,1
Seita.2G438500,27.2869988889,1
Seita.2G443600,7.58305861111,1
Seita.3G004800,1.94879463889,1
Seita.3G005100,56.2540694444,1
Seita.3G005200,7.18320361111,1
Seita.3G005900,6.97763694444,1
Seita.3G006100,3.70737472222,1
Seita.3G007800,43.3315597222,1
Seita.3G008300,154.233969444,1
Seita.3G009100,60.6399677778,1
Seita.3G009200,3.48948258333,1
Seita.3G010000,5.74516333333,1
Seita.3G010200,186.369347222,1
Seita.3G010600,1.59854113889,1
Seita.3G010800,1.19538191667,1
Seita.3G014100,346.364597222,1
Seita.3G015800,4.00627222222,1
Seita.3G017100,94.5839158056,1
Seita.3G018000,8.00540305556,1
Seita.3G018600,15.8358516667,1
Seita.3G019200,3.8871875,1
Seita.3G020500,10.7370238333,1
Seita.3G020600,110.584252778,1
Seita.3G023900,1.46147275,1
Seita.3G024000,13.1809,1
Seita.3G024900,2.70680416667,1
Seita.3G028200,4.99460088889,1
Seita.3G029500,2.88004072222,1
Seita.3G031600,7.62780694444,1
Seita.3G032700,34.7759972222,1
Seita.3G032800,1.09249951111,1
Seita.3G034900,3.71772033333,1
Seita.3G036300,110.394361111,1
Seita.3G037900,133.985641667,1
Seita.3G038000,114.487833333,1
Seita.3G042200,15.7496577778,1
Seita.3G044600,120.238927778,1
Seita.3G046100,47.7896888889,1
Seita.3G048400,7.79082777778,1
Seita.3G049400,109.802783333,1
Seita.3G049600,122.575186111,1
Seita.3G050300,200.6245,1
Seita.3G051200,23.9332922222,1
Seita.3G052200,19.0137458333,1
Seita.3G054100,19.2340408333,1
Seita.3G055400,85.7184416667,1
Seita.3G056400,5.93555027778,1
Seita.3G057300,58.9427869444,1
Seita.3G062200,4.48181388889,1
Seita.3G062400,55.2770416667,1
Seita.3G068600,1.27262725833,1
Seita.3G068800,4.30068577778,1
Seita.3G070700,3.39782994444,1
Seita.3G072600,2.84138155556,1
Seita.3G074700,7.34309136111,1
Seita.3G076200,83.1034694444,1
Seita.3G077100,7.67913469444,1
Seita.3G077500,2.34227741667,1
Seita.3G077600,15.3432544444,1
Seita.3G077900,16.7474688889,1
Seita.3G078900,8.86538055556,1
Seita.3G079300,3.44991088889,1
Seita.3G081000,1.45458525,1
Seita.3G082100,226.523166667,1
Seita.3G086000,5.23210961111,1
Seita.3G086900,3.21994641667,1
Seita.3G087300,4.052628375,1
Seita.3G087400,2.59670208333,1
Seita.3G087800,1.28357080278,1
Seita.3G096800,8.17492555556,1
Seita.3G098700,30.8183138889,1
Seita.3G099000,43.0124891667,1
Seita.3G101500,1.76513083333,1
Seita.3G102500,64.7352066667,1
Seita.3G103300,62.2700061111,1
Seita.3G104400,7.66348211111,1
Seita.3G106800,3.89987182778,1
Seita.3G109300,3.64921888889,1
Seita.3G109600,1.28315441667,1
Seita.3G109900,23.4330966667,1
Seita.3G110500,86.7602386111,1
Seita.3G112400,3.30136852778,1
Seita.3G112700,12.0703302778,1
Seita.3G117900,1.12971161111,1
Seita.3G120200,12.0742752778,1
Seita.3G120900,8.56470388889,1
Seita.3G123000,1.09376422222,1
Seita.3G124600,1.4788175,1
Seita.3G126900,27.3283113889,1
Seita.3G128500,24.2176833333,1
Seita.3G128900,2.95935105556,1
Seita.3G129100,1.10913636111,1
Seita.3G129200,1.61963277778,1
Seita.3G129300,3.33969061111,1
Seita.3G129600,4.27892916667,1
Seita.3G130800,3.90046137222,1
Seita.3G130900,2.93397616667,1
Seita.3G132400,1.40464138889,1
Seita.3G132900,1.15750777778,1
Seita.3G133900,5.71236972222,1
Seita.3G134200,9.43694166667,1
Seita.3G134700,4.79682116667,1
Seita.3G135500,3.08647036111,1
Seita.3G136800,1.82605286111,1
Seita.3G137000,4.23265530556,1
Seita.3G137100,1.39171908333,1
Seita.3G138700,4.26622416667,1
Seita.3G139000,1.80128938889,1
Seita.3G139200,2.88938430556,1
Seita.3G139400,11.8682940833,1
Seita.3G139600,13.5529247222,1
Seita.3G140700,8.19801305556,1
Seita.3G142600,2.39455152778,1
Seita.3G143100,4.86918780556,1
Seita.3G143800,3394.24611111,1
Seita.3G144600,249.279966667,1
Seita.3G145200,71.1441555556,1
Seita.3G145200,71.1441555556,1
Seita.3G146500,7.89250752778,1
Seita.3G147700,33.7499411111,1
Seita.3G147700,33.7499411111,1
Seita.3G153400,13.1126408056,1
Seita.3G153500,22.5876575,1
Seita.3G153900,2.44868425,1
Seita.3G154000,1.31969533333,1
Seita.3G155000,3.25317719444,1
Seita.3G155700,22.9761666667,1
Seita.3G155900,1.53376044444,1
Seita.3G156800,1.09204394444,1
Seita.3G157500,50.5261666667,1
Seita.3G159500,265.459002778,1
Seita.3G160100,1.75539891667,1
Seita.3G160700,3.21208944444,1
Seita.3G160800,7.65541575556,1
Seita.3G162600,33.9464452778,1
Seita.3G163400,10.9088125,1
Seita.3G167200,5.44798194444,1
Seita.3G167600,1.64598652778,1
Seita.3G168900,3.60821033333,1
Seita.3G169400,11.9566511111,1
Seita.3G170300,7.38225166667,1
Seita.3G173400,18.7223847222,1
Seita.3G176300,5.96389661111,1
Seita.3G177000,10.3854033333,1
Seita.3G178200,6.41895063889,1
Seita.3G178600,1.99060344444,1
Seita.3G178900,6.61554469444,1
Seita.3G180900,18.5188361111,1
Seita.3G181100,8.5543775,1
Seita.3G182400,7.96702555556,1
Seita.3G184400,4.226961,1
Seita.3G184900,51.9889361111,1
Seita.3G186600,6.44695361111,1
Seita.3G187300,9.98845444444,1
Seita.3G190000,11.0311130556,1
Seita.3G197100,9.01398972222,1
Seita.3G199300,5.45139913889,1
Seita.3G199700,67.4423638889,1
Seita.3G199700,67.4423638889,1
Seita.3G203100,2.68304461111,1
Seita.3G203500,398.518922222,1
Seita.3G204900,79.3870777778,1
Seita.3G205500,6.04109097222,1
Seita.3G205700,8.52477312222,1
Seita.3G206200,1.33158808333,1
Seita.3G206300,5.60702638889,1
Seita.3G207100,3.47831527778,1
Seita.3G207500,5.16793333333,1
Seita.3G207900,1.44213036111,1
Seita.3G212900,74.5348902778,1
Seita.3G213100,1.65908345833,1
Seita.3G213800,27.1049388889,1
Seita.3G215000,2.09477925,1
Seita.3G216900,8.96702111111,1
Seita.3G223200,105.131601667,1
Seita.3G223200,105.131601667,1
